,QUEST_ID,cluster_k_8,cluster_k_21,cluster_k_8_name,cluster_k_21_name,CITY,QUEST,DESCRIPTION_SHORT,SMART_CATEGORIES,SORT_DEFAULT
3685,20147,0,8,Мистика,Игры по фильмам (чистые),Нижний Тагил,Проклятый сундук,Джек Воробей заманивает ребят на поиски клада,"[
  ""Игры по фильмам"",
  ""Мистика""
]",-884800.0
3686,5758,0,19,Мистика,Приключения Головоломки,Новокузнецк,Заложники,"Вы открыли глаза и почувствовали, что у вас ужасно раскалывается голова, вокруг вас дым, и сквозь него видны какие-то незнакомые люди...","[
  ""Выживание"",
  ""Головоломки"",
  ""Криминал"",
  ""Мистика"",
  ""Триллер""
]",53620.0
3687,18968,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Калуга,VR Arena,"Современный аналог пейнтбола или лазертага, только в виртуальной реальности","[
  ""Виртуальная реальность""
]",-884800.0
3688,12991,4,7,Фентези,Фентези с Играми по фильмам,Волжский,Гравити Фолз,"Здесь обитают фантастические существа и происходят невероятные чудеса, но все вокруг отказываются это замечать","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
3689,15555,4,7,Фентези,Фентези с Играми по фильмам,Воронеж,Хижина в лесу,"«Привет всем, кто читает это сообщение. Я хочу вас предупредить, что загадочный лес наполнен ужасом, тайной и сверхъестественным","[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Фэнтези""
]",-884800.0
3690,20481,2,17,Хоррор,Хоррор Триллер Выживание,Самара,Судная ночь,Попробуйте выжить в судную ночь...,"[
  ""Антиутопия"",
  ""Выживание"",
  ""Игры по фильмам"",
  ""Кошмары"",
  ""Хоррор""
]",53988.0
3691,12560,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Вий,"Много столетий назад церковь признала: нечто существует на земле в нечеловеческой форме, нечто демоническое, и даже вера бессильна против него","[
  ""Демоны"",
  ""Игры по книгам"",
  ""Игры по фильмам"",
  ""Исторические"",
  ""Кошмары"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Ритуалы"",
  ""Триллер"",
  ""Хоррор""
]",59747.0
3692,10393,1,11,Научная Фантастика,Научная фантастика (чистая),Северодвинск,Неизвестная планета,Космическая эра. Люди уже освоили множество планет и активно путешествуют по звездным системам,"[
  ""Научная фантастика""
]",-884800.0
3693,16890,2,3,Хоррор,Хоррор (чистый),Липецк,Хижина мясника,Теперь вы на его территории. Теперь вы в его хижине. В хижине мясника…,"[
  ""Маньяки"",
  ""Хоррор""
]",-89771.0
3694,13498,5,19,Прочее,Приключения Головоломки,Красноярск,В логове гангстеров,"У вашей команды есть подозрения, что казна мафии скрыта в стенах подпольного бара «Чикаго»","[
  ""Бар"",
  ""Криминал"",
  ""Приключения"",
  ""Расследования"",
  ""Сокровища""
]",53250.0
3695,1848,0,0,Мистика,Мистика (чистая),Вологда,Фотолаборатория призрака,Проявить фотографию и не испугаться призрака! Для любителей селфи и всех остальных!,"[
  ""Мистика""
]",-84763.0
3696,14512,1,11,Научная Фантастика,Научная фантастика (чистая),Иваново,Патруль времени,Игры со временем могут привести к страшным последствиям! Теперь все человечество может рассчитывать только на вас – команду бесстрашного патруля времени!,"[
  ""Научная фантастика""
]",-84800.0
3697,13367,5,2,Прочее,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Екатеринбург,Заражение,"Единомышленники! Я собираюсь проникнуть в клинику и узнать, что же там происходит!","[
  ""Паранормальные явления"",
  ""Расследования""
]",-84780.0
3698,20912,0,8,Мистика,Игры по фильмам (чистые),Великий Новгород,Wednesday,"Сможете ли вы понять, кто убийца?","[
  ""Игры по фильмам"",
  ""Мистика""
]",-84800.0
3699,17588,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Нижневартовск,Warpoint,"Чтобы победить в сражении, тебе придется активно двигаться, прятаться за укрытиями и быстро перемещаться! Ты не управляешь героем, ты и есть герой!","[
  ""Виртуальная реальность""
]",-884800.0
3700,1935,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Москва,Интерстеллар,"Вам необходимо срочно выбраться с космической станции на задворках Вселенной, разгадав все ее секреты!","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",53676.0
3701,22346,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Санкт-Петербург,Pistol Whip,"Ваша цель – стрелять по врагам, уклоняться от пуль и драться!","[
  ""Виртуальная реальность""
]",-884800.0
3702,23211,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Москва,Таро: карта смерти,Помни: чужую колоду лучше не трогать,"[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Ритуалы"",
  ""Старинный особняк"",
  ""Хоррор""
]",-984500.0
3703,8439,5,4,Прочее,Приключения,Москва,Воздушный плен,Вас ждет салон настоящего самолета от входной двери до штурвала. Добро пожаловать на борт!,"[
  ""Приключения""
]",57603.0
3704,8953,4,14,Фентези,Фентези (чистое),Омск,Дневник чародея,"Чтобы выбраться, вам предстоит открыть все тайны этого места","[
  ""Романтика"",
  ""Фэнтези""
]",-84786.0
3705,10496,2,17,Хоррор,Хоррор Триллер Выживание,Томск,Летаргия,"Когда кошмары становятся реальностью, а время теряет смысл...","[
  ""Врачи"",
  ""Выживание"",
  ""Кошмары"",
  ""Мистика"",
  ""Триллер"",
  ""Хоррор""
]",55221.0
3706,15475,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Казань,Huxley 2,Погрузитесь в загадочное приключение и познакомьтесь с историей Хаксли,"[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-84800.0
3707,23372,5,19,Прочее,Приключения Головоломки,Екатеринбург,Blackout,"Вы перенесетесь в особенный мир роботов-андроидов, где каждый шаг имеет значение, а каждое решение может изменить судьбу человечества","[
  ""Восстание машин"",
  ""Головоломки"",
  ""Научная фантастика"",
  ""Приключения"",
  ""Спасение мира""
]",
3708,17309,2,17,Хоррор,Хоррор Триллер Выживание,Иркутск,Пугало,Вы с друзьями решили отправиться в путешествие по Америке…,"[
  ""Выживание"",
  ""Маньяки"",
  ""Мистика"",
  ""Триллер"",
  ""Хоррор""
]",55417.0
3709,5671,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Ярославль,Motel,"Иногда мы делаем выбор, последствий которого даже не можем представить. Хозяин мотеля принял решение, но расплачиваться за него будет не он один...","[
  ""Мистика"",
  ""Отели"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор""
]",54627.0
3710,19147,2,3,Хоррор,Хоррор (чистый),Воронеж,Темная сторона,"Участники почувствуют себя настоящими детективами, которым придется обшарить каждый угол в поисках улик и доказательств и найти настоящего убийцу!","[
  ""Хоррор""
]",-84840.0
3711,15654,5,13,Прочее,Нет выраженной тематики,Ульяновск,Лазертаг,Вам с друзьями предстоит сразиться друг с другом с помощью лазерных выстрелов. В бой!,"[
  ""Состязания""
]",48975.0
3712,8889,5,10,Прочее,Детектив и Шпионаж,Москва,Детективный поединок,Детективный поединок – это смесь квестории и брейн-ринга!,"[
  ""Детектив или шпионаж""
]",-884800.0
3713,23559,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Санкт-Петербург,Arizona Sunshine,"В своих отчаянных попытках найти людей вам придется пробиться сквозь орды зомби, охотящихся за вашим мозгом","[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир"",
  ""Хоррор""
]",
3714,1785,2,3,Хоррор,Хоррор (чистый),Тюмень,Декоратор. Глава 2,"Декоратор – творец живых произведений искусства. Он жаждет насладится беспомощностью, вывернуть наизнанку эмоции, которые в обычной жизни вы пытаетесь скрыть","[
  ""Маньяки"",
  ""Хоррор""
]",-84486.0
3715,22731,5,10,Прочее,Детектив и Шпионаж,Казань,"Место преступления: ""Кабаре""","Вас, как лучших детективов, направляют на место преступления в элитное кабаре, чтобы узнать все темные тайны этого места и ответить на главный вопрос: кто же был убийцей?","[
  ""Бар"",
  ""Детектив или шпионаж"",
  ""Криминал"",
  ""Расследования"",
  ""Старинный особняк"",
  ""Триллер""
]",56127.0
3716,10209,4,14,Фентези,Фентези (чистое),Москва,Поместье Морганы,"Злая ведьма Моргана создала машину, забирающую человеческие души. Остановите ее, пока не стало слишком поздно!","[
  ""Фэнтези""
]",-84840.0
3717,10443,5,13,Прочее,Нет выраженной тематики,Красноярск,Петля времени,"Команде агентов предстоит отправиться во времена Великой Отечественной войны, чтобы помочь советскому диверсанту спастись из нацистского плена, а заодно и предотвратить временной парадокс","[
  ""Бункер"",
  ""Военный"",
  ""Детектив или шпионаж"",
  ""Исторические"",
  ""Научная фантастика"",
  ""Путешествия во времени"",
  ""Спасение мира"",
  ""Шпионы""
]",52318.0
3718,21959,7,20,Виртуальная реальность,Виртуальная реальность Хоррор,Севастополь,Serious Sam 3,Примерьте на себя роль бесстрашного генерала СОЗ Сэма Стоуна!,"[
  ""Виртуальная реальность"",
  ""Хоррор""
]",-884820.0
3719,4981,5,12,Прочее,Опасные эксперименты (иногда с выживанием и хоррором),Москва,Бомбермен: угроза из космоса,"Вы попали в симуляцию экзопланеты Эдем-6, созданную для проведения опытов или, как это называет ученый-создатель, «обучения»","[
  ""Будущее"",
  ""Виртуальный мир"",
  ""Зомби"",
  ""Игры по компьютерным играм"",
  ""Наука/Ученые"",
  ""Научная фантастика"",
  ""Опасные/секретные эксперименты"",
  ""Постапокалиптический мир""
]",57112.0
3720,22616,4,7,Фентези,Фентези с Играми по фильмам,Хабаровск,"Освобождение ""Хогварца"": тайный магазин Горбина и Бэркса","После победы над Волан-де-Мортом еще остались Пожиратели смерти, которые верны ему, и они только и ждут, чтобы захватить школу чародейства и волшебства Хогвартс","[
  ""Волшебник Гарри"",
  ""Волшебные существа"",
  ""Головоломки"",
  ""Игры по фильмам"",
  ""Магия"",
  ""Приключения"",
  ""Фэнтези""
]",54675.0
3721,8556,1,11,Научная Фантастика,Научная фантастика (чистая),Ростов-на-Дону,Неизвестная планета,"На незнакомой планете терпит крушение звездолет «Гиперион». Когда выжившие приходят в себя, они обнаруживают, что ничего о себе не помнят: ни кто они, ни откуда... В рубке находят капитана корабля, убитого... стрелой? Что, черт возьми, здесь происходит?","[
  ""Научная фантастика""
]",-884800.0
3722,6932,4,7,Фентези,Фентези с Играми по фильмам,Новосибирск,Игра престолов. Зима близко,"Стена пала. Малому отряду разведчиков ночного дозора удалось спастись и донести весть о том, что белые ходоки направляются к королевской гавани","[
  ""Игры по фильмам"",
  ""Монстры"",
  ""Приключения"",
  ""Фэнтези"",
  ""Шпионы""
]",53439.0
3723,14751,5,13,Прочее,Нет выраженной тематики,Саратов,"План ""Побег""","Вы с друзьями решили украсть сокровище из замка, но сделать это будет не так просто","[
  ""Криминал"",
  ""Сокровища""
]",54208.0
3724,22571,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Иркутск,Half-Life: Alyx,Каждый день вы узнаете о враге что-то новое и каждый день ищете его уязвимости,"[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",-84800.0
3725,10621,4,7,Фентези,Фентези с Играми по фильмам,Ульяновск,Школа магии,В этом квесте ребята отправятся учиться в школу магии,"[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884862.0
3726,21925,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Челябинск,Полуночница,"Одна ночь, один пьяный смотритель и одна тайна откроет вам глаза...","[
  ""Демоны"",
  ""Мистика"",
  ""Монстры"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",54783.0
3727,20648,5,2,Прочее,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Самара,Дом-монстр,Старый дом скрывает тайны,"[
  ""Игры по мультфильмам"",
  ""Монстры"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома""
]",50731.0
3728,20747,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Ростов-на-Дону,Ninja Legends,Оттачивайте навыки владения оружием ниндзя,"[
  ""Виртуальная реальность""
]",52625.0
3729,19235,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Псков,Half-Life: Alyx,Как главному герою вам предстоит поднять восстание,"[
  ""Виртуальная реальность"",
  ""Научная фантастика"",
  ""Постапокалиптический мир""
]",-84800.0
3730,6980,1,11,Научная Фантастика,Научная фантастика (чистая),Красноярск,Неизвестная планета,"Вам предстоит выяснить правду о себе и других, раскрыть тайны планеты, выбрать, кто останется здесь навсегда, а кто вернется, решить, кому доверить корабль и свое спасение","[
  ""Научная фантастика""
]",-884800.0
3731,22635,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Чебоксары,Проклятие Аннабель,"Что здесь произошло? Куда делась семья, жившая в этом доме?","[
  ""Демоны"",
  ""Игры по фильмам"",
  ""Куклы"",
  ""Мистика"",
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Хоррор""
]",50306.0
3732,2400,6,12,Исторические,Опасные эксперименты (иногда с выживанием и хоррором),Екатеринбург,Лаборатория Х,"Вам предстоит оказаться в роли заключенных, которых привезли в реально существовавшую в 30-х годах токсикологическую лабораторию «Х» для испытания новейших ядов","[
  ""Выживание"",
  ""Исторические"",
  ""Опасные/секретные эксперименты"",
  ""Советская лаборатория""
]",52048.0
3733,16617,1,11,Научная Фантастика,Научная фантастика (чистая),Ковров,Супергерои,Супергерои предлагают встать на защиту планеты от суперзлодея!,"[
  ""Научная фантастика""
]",-884800.0
3734,17659,4,7,Фентези,Фентези с Играми по фильмам,Екатеринбург,Холодное сердце,"Ребятам предстоит сделать все, чтобы сердце красавицы оттаяло!","[
  ""Игры по фильмам"",
  ""Приключения"",
  ""Фэнтези""
]",-884800.0
3735,13458,4,7,Фентези,Фентези с Играми по фильмам,Набережные Челны,Гравити Фолз: возвращение Билла Шифра,"В Гравити Фолз снова объявился Билл Шифр, и на этот раз он вселился в одного из горожан","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
3736,19233,1,20,Научная Фантастика,Виртуальная реальность Хоррор,Псков,Serious Sam: the Last Hope,Вам предстоит противостоять огромной армии монстров,"[
  ""Виртуальная реальность"",
  ""Научная фантастика"",
  ""Хоррор""
]",-884800.0
3737,7096,1,11,Научная Фантастика,Научная фантастика (чистая),Самара,Дирижабль,"Вам предстоит: раскрыть загадку смерти инженера Гарина! Либо сделать так, чтобы эта тайна навсегда осталась покрытой мраком...","[
  ""Научная фантастика""
]",-884800.0
3738,23048,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Москва,Minecraft,"Строй, исследуй и сражайся с мобами!","[
  ""Виртуальная реальность""
]",-884820.0
3739,12933,2,3,Хоррор,Хоррор (чистый),Брянск,Кровавый цирк 2,"Ты оказался на цирковом представлении, веселые клоуны предложили тебе выпить воды, после одного глотка ты очнулся в цирковой фуре. Темно, всюду кровь, а что было дальше...","[
  ""Хоррор""
]",-84862.0
3740,10635,5,16,Прочее,Музеи,Воронеж,Страна Веневия,"Решившись участвовать в квесте, вы узнаете об истории рода Веневитиновых и Воронежской области","[
  ""Музеи""
]",-884800.0
3741,16344,3,3,Игры по фильмам,Хоррор (чистый),Тольятти,Остаться в живых,"Может, стоит примерить на себя роль пациентов, и тогда план сработает?","[
  ""Игры по фильмам"",
  ""Хоррор""
]",-84838.0
3742,2574,5,19,Прочее,Приключения Головоломки,Новосибирск,Чужой,Вы с друзьями отправляетесь в космическое приключение. Сможете ли вы вернуться домой?,"[
  ""Будущее"",
  ""Выживание"",
  ""Игры по фильмам"",
  ""Инопланетяне"",
  ""Космос"",
  ""Научная фантастика"",
  ""Приключения"",
  ""Спасение мира""
]",54725.0
3743,4816,5,9,Прочее,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Санкт-Петербург,Аномальная зона,"Пробирайтесь по деревьям, кормите мутанта, чините и используйте древнюю технику и, наконец, спасите мир от очередного апокалипсиса!","[
  ""Постапокалиптический мир""
]",-884800.0
3744,23659,6,5,Исторические,Исторические,Томск,Ртуть,"Вы – секретные агенты, которым предстоит отправиться в прошлое, чтобы изменить наше будущее!","[
  ""Будущее"",
  ""Исторические"",
  ""Научная фантастика"",
  ""СССР""
]",
3745,23661,2,17,Хоррор,Хоррор Триллер Выживание,Омск,Ганнибал,"Спецслужбы уже более пяти лет занимаются поиском серийного убийцы-маньяка, но все попытки были обречены на провал","[
  ""Игры по фильмам"",
  ""Маньяки"",
  ""Хоррор""
]",
3746,21673,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Уфа,Gorn,Станьте гладиатором. Вы сможете воплотить в жизнь свои фантазии,"[
  ""Виртуальная реальность""
]",-884800.0
3747,20376,5,9,Прочее,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Москва,Сталкер,Добро пожаловать в атмосферу постапокалиптического мира!,"[
  ""Постапокалиптический мир""
]",-884800.0
3748,12058,2,3,Хоррор,Хоррор (чистый),Коломна,Психушка,В старой психиатрической больнице происходит что-то неладное...,"[
  ""Хоррор""
]",-84792.0
3749,6306,5,13,Прочее,Нет выраженной тематики,Санкт-Петербург,Прятки Новочеркасская,"Ребята попадают в темную пещеру, населенную разными сущностями, во главе которых – Кон","[
  ""Лабиринты"",
  ""Монстры"",
  ""Прятки"",
  ""Состязания""
]",53477.0
3750,21156,3,8,Игры по фильмам,Игры по фильмам (чистые),Барнаул,Игра в кальмара,"Проявите смелость, ловкость и смекалку, чтобы победить в игре","[
  ""Игры по фильмам""
]",-884800.0
3751,10438,5,13,Прочее,Нет выраженной тематики,Санкт-Петербург,Веронская резня,"Вам предстоит ненавидеть и любить, мстить и прощать. Что станет вашим оружием – меч и молитва или отравленный кинжал и черное колдовство?","[
  ""Романтика""
]",-884800.0
3752,17933,2,17,Хоррор,Хоррор Триллер Выживание,Тверь,Хостел,Сможете ли вы спасти себя и свою команду?,"[
  ""Игры по фильмам"",
  ""Маньяки"",
  ""Хоррор""
]",-89731.0
3753,8869,5,10,Прочее,Детектив и Шпионаж,Москва,10 негритят,"Замкнутое пространство, строго очерченный круг действующих лиц, среди которых преступник. Возможно, не один... Возможно, это вы сами…","[
  ""Детектив или шпионаж""
]",-884800.0
3754,22065,0,8,Мистика,Игры по фильмам (чистые),Дзержинск,Уэнсдей,"Преодоление страхов, фобий, выход из зоны комфорта","[
  ""Игры по фильмам"",
  ""Мистика""
]",-884800.0
3755,834,4,7,Фентези,Фентези с Играми по фильмам,Москва,Гарри. Школа магии,Вы – ученики школы магии и волшебства. Только вы можете спасти волшебный мир от злого лорда!,"[
  ""Волшебник Гарри"",
  ""Игры по книгам"",
  ""Игры по фильмам"",
  ""Магия"",
  ""Приключения"",
  ""Фэнтези"",
  ""Школа""
]",53845.0
3756,23790,5,2,Прочее,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Ярославль,Дом-монстр,"Сегодня ночью вам предстоит узнать тайну дома-монстра. Вы – команда отважных подростков, единственные, кто может остановить его","[
  ""Игры по мультфильмам"",
  ""Монстры"",
  ""Паранормальные явления"",
  ""Проклятые или заброшенные дома""
]",
3757,22347,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Санкт-Петербург,Gorn,Выходите на арену и воплощайте в жизнь свои жестокие гладиаторские фантазии!,"[
  ""Виртуальная реальность""
]",-884800.0
3758,19387,4,7,Фентези,Фентези с Играми по фильмам,Москва,Хогвартс. Школа чародейства и волшебства,"Начинающие волшебники и чародейки, школа Хогвартс открывает для вас свои двери!","[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
3759,18518,3,3,Игры по фильмам,Хоррор (чистый),Псков,Звонок,"Нервы на пределе, ведь вам осталось только 7 дней","[
  ""Игры по фильмам"",
  ""Хоррор""
]",-84914.0
3760,23305,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Краснодар,Manor of Escape,Торопитесь! Время у вас до полуночи. Ведь конец эксперимента близок,"[
  ""Виртуальная реальность"",
  ""Мистика""
]",15700.0
3761,23671,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Пенза,Warpoint (Лев),Игра проходит в формате разбитого на несколько раундов матча между двумя командами,"[
  ""Виртуальная реальность""
]",
3762,17749,5,19,Прочее,Приключения Головоломки,Хабаровск,Золото майя,Команда археологов отправляется на раскопки в известный храм древней цивилизации майя,"[
  ""Головоломки"",
  ""Древние легенды"",
  ""Исторические"",
  ""Приключения"",
  ""Сокровища"",
  ""Храм""
]",52610.0
3763,17450,0,0,Мистика,Мистика (чистая),Курган,Граф Дракула,В Пенсильвании существует старинный и всем известный замок графа Дракулы,"[
  ""Мистика""
]",-884800.0
3764,12606,5,18,Прочее,Тюрьма,Пятигорск,Побег из Сан-Хуана,"Вы с друзьями оказались в чужой стране, и вас ошибочно обвинили в серьезном преступлении","[
  ""Тюрьма""
]",15748.0
3765,1930,4,19,Фентези,Приключения Головоломки,Санкт-Петербург,Секретная фабрика миньонов. Kids,Юные любители приключений попадают на секретную фабрику миньонов. Маленькие желтые существа повсюду,"[
  ""Головоломки"",
  ""Игры по мультфильмам"",
  ""Игры по фильмам"",
  ""Монстры"",
  ""Приключения"",
  ""Сатира/Комедия"",
  ""Фэнтези""
]",55375.0
3766,19227,0,20,Мистика,Виртуальная реальность Хоррор,Симферополь,Phasmophobia,Готовы решить все загадки паранормальных домов и встретиться с призраками лицом к лицу?,"[
  ""Виртуальная реальность"",
  ""Мистика"",
  ""Хоррор""
]",-884800.0
3767,22449,1,1,Научная Фантастика,Научная фантастика с Виртуальной Реальностью,Самара,Raw Data,"2271 год. Огромная и, казалось бы, доброжелательная корпорация Eden владеет миром","[
  ""Виртуальная реальность"",
  ""Научная фантастика""
]",52066.0
3768,19087,2,9,Хоррор,"Зомби (часто с постапокалиптическим миром, иногда с хоррором и VR)",Кемерово,Safe Night,"После ядерной войны наступил кризис человечества, и существа, попавшие в зону поражения, мутировали в кровожадных зомби...","[
  ""Виртуальная реальность"",
  ""Зомби"",
  ""Постапокалиптический мир"",
  ""Хоррор""
]",-884800.0
3769,17591,3,8,Игры по фильмам,Игры по фильмам (чистые),Казань,Игра в кальмара,Квест по нашумевшему сериалу от Netflix!,"[
  ""Игры по фильмам""
]",43601.0
3770,23547,2,3,Хоррор,Хоррор (чистый),Омск,Ночное дежурство,"У вас нет ни доли сомнения, ведь это легендарное место, а рассказы – это ведь всего лишь слухи","[
  ""Хоррор""
]",
3771,22499,0,3,Мистика,Хоррор (чистый),Москва,Шабаш,"Вы всегда знали, что за завесой привычного есть другой мир – мир колдовства и тайн","[
  ""Мистика"",
  ""Хоррор""
]",-84812.0
3772,22875,0,0,Мистика,Мистика (чистая),Иркутск,Бессонница,Каждый его кошмар становится явью для всех рядом с ним,"[
  ""Мистика""
]",-84579.0
3773,22885,2,2,Хоррор,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Нижний Новгород,Похищение,"Вашей группе журналистов предстоит раскрыть все тайны, связанные с этим местом","[
  ""Паранормальные явления"",
  ""Призраки"",
  ""Проклятые или заброшенные дома"",
  ""Ритуалы"",
  ""Хоррор""
]",52714.0
3774,20773,3,3,Игры по фильмам,Хоррор (чистый),Хабаровск,Погребенный заживо,Темно… тихо и очень сыро. Вы просыпаетесь…,"[
  ""Игры по фильмам"",
  ""Хоррор""
]",-89368.0
3775,18599,1,11,Научная Фантастика,Научная фантастика (чистая),Новосибирск,Among Us,"Вы сможете почувствовать себя астронавтами на космическом корабле, полном тайн","[
  ""Научная фантастика""
]",-884800.0
3776,23022,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Гатчина,Island Assault,Защитите свой остров в режиме «сам за себя» или «команда на команду»,"[
  ""Виртуальная реальность""
]",-884800.0
3777,22172,0,8,Мистика,Игры по фильмам (чистые),Первоуральск,Уэнсдей,"В магической школе Невермор происходят ужасные вещи: пропадают люди, ведь здесь появился монстр!","[
  ""Игры по фильмам"",
  ""Мистика""
]",-884800.0
3778,2179,2,3,Хоррор,Хоррор (чистый),Ставрополь,Паранойя,"Стойте молча и не дышите, только это и может помочь вам остаться незамеченными и выжить...","[
  ""Хоррор""
]",52596.0
3779,13294,0,2,Мистика,"Паранормальные явления с Мистикой, Заброшенными домами и Хоррором",Омск,Проклятие монахини,В одном из аббатств Румынии произошло самоубийство монахини при очень странных обстоятельствах,"[
  ""Игры по фильмам"",
  ""Мистика"",
  ""Монахини/монахи"",
  ""Паранормальные явления"",
  ""Расследования"",
  ""Триллер"",
  ""Хоррор"",
  ""Храм""
]",53357.0
3780,8266,5,19,Прочее,Приключения Головоломки,Краснодар,"Метро. Станция, которой не было","Спустившись в подземку, вы обнаружили, что находитесь на одной из станций метро Краснодара. Дверь поезда, в который вы проникли, захлопнулась, и вы оказались заблокированы","[
  ""Выживание"",
  ""Головоломки"",
  ""Метро""
]",53083.0
3781,20425,3,8,Игры по фильмам,Игры по фильмам (чистые),Ульяновск,Машина времени,"Возможно, инженер оставил небольшие подсказки. Время не ждет!","[
  ""Игры по фильмам"",
  ""Научная фантастика""
]",-84792.0
3782,23021,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Гатчина,Cubes,"Вот он – прекрасный свободный мир, созданный из кубиков. Неужели кто-то решится покуситься на эту идиллию?","[
  ""Виртуальная реальность""
]",-884800.0
3783,21639,4,7,Фентези,Фентези с Играми по фильмам,Екатеринбург,Гарри и школа Хогвартс,По прибытии всех первокурсников встретят Гарри и Гермиона,"[
  ""Волшебник Гарри"",
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
3784,8448,3,4,Игры по фильмам,Приключения,Челябинск,Индиана Джонс,"Индиана Джонс оставил своим последователям подсказки, чтобы ты смог узнать, где находится артефакт всей его жизни!","[
  ""Игры по фильмам"",
  ""Исторические"",
  ""Приключения""
]",54119.0
3785,23544,7,6,Виртуальная реальность,Виртуальная реальность (чистая),Красноярск,Escape the Lost Pyramid,"Узнайте, что случилось с экспедицией. Найдите то, что они искали, и выйдите живыми из пирамиды, раскрыв секреты затерянного мира!","[
  ""Виртуальная реальность"",
  ""Исторические""
]",
3786,19392,3,8,Игры по фильмам,Игры по фильмам (чистые),Кемерово,Игра в кальмара,Не все игроки дойдут до конца...,"[
  ""Игры по фильмам""
]",-884800.0
3787,23335,5,19,Прочее,Приключения Головоломки,Ярославль,Сумасшедший доктор,"Вы – отряд юных спасателей получаете загадочное письмо от неизвестного о том, что сумасшедший доктор украл у всех веселых детей их смех","[
  ""Врачи"",
  ""Головоломки"",
  ""Опасные/секретные эксперименты"",
  ""Приключения"",
  ""Сумасшедшие""
]",51958.0
3788,17694,6,5,Исторические,Исторические,Москва,Спасти разведчика,Классные мальчишки и девчонки из обычного класса одной из московских школ волею судьбы оказываются в прошлом в 1945 году в расположении советских войск,"[
  ""Исторические"",
  ""Музеи""
]",-884800.0
3789,22596,2,3,Хоррор,Хоррор (чистый),Курган,Хижина маньяка,Каково почувствовать себя в роли жертвы?,"[
  ""Маньяки"",
  ""Хоррор""
]",-84800.0
3790,14836,4,7,Фентези,Фентези с Играми по фильмам,Москва,Гравити Фолз,"Дети, руководимые дядюшкой Стэном или стариком МакГакетом, пройдут множество испытаний, чтобы добраться до сокровищ","[
  ""Игры по фильмам"",
  ""Фэнтези""
]",-884800.0
3791,23499,0,3,Мистика,Хоррор (чистый),Санкт-Петербург,Доска дьявола,"Вы стучитесь в ту самую неприметную дверь, даже не подозревая о том, что за историю скрывают жуткие стены этого дома","[
  ""Мистика"",
  ""Хоррор""
]",
